mjd,bjd,mag,magerr,filter,sn,site_id,fwhm,Nbin
59481.55208306327,2459482.056132223,18.494744558352807,0.042688166772501535,rp,25.440305407998206,tfn,2.2996493758856755,6.0
59483.47692006945,2459483.9810677813,18.44294557607665,0.0513034519642361,rp,21.168166242635216,elp,2.440551516788941,5.0
59483.548021506555,2459484.052172772,18.45259271267986,0.03637457065740512,gp,29.856022500678307,elp,2.443718564238185,6.0
59484.33011923032,2459484.8343094564,18.417331847431246,0.0550309056989892,gp,19.73436537534485,tfn,1.9145048272800682,4.0
59484.33356643518,2459484.8377568293,18.51873512252972,0.10687987880315095,rp,10.160939665736068,tfn,0.8286298596306533,2.0
59485.30927123263,2459485.8135093413,18.402218128888386,0.038250172487212936,gp,28.392028829753663,tfn,2.0601350210494176,6.0
59485.31441027971,2459485.818648634,18.489271059409862,0.04031182318744685,rp,26.939987183169173,tfn,2.30871681888703,6.0
59486.5560773071,2459487.060374944,18.406557516890352,0.016567521211063935,gp,65.54993871230174,elp,2.354341633155175,6.0
59486.56122555168,2459487.065523434,18.48867347144361,0.02153530020142237,rp,50.42883033171145,elp,2.507321339979674,6.0
59491.420636504634,2459491.9251510804,18.414061926084106,0.016652175982711934,gp,65.21670207710216,elp,2.1629570364266804,3.0
59491.42239140046,2459491.9269060493,18.48228698743121,0.020521999580705202,rp,52.91881990978394,elp,2.3918069261422894,3.0
59492.42071067515,2459492.925266637,18.41783398622927,0.016662200926493568,gp,65.17746393714509,elp,2.1973592834054902,3.0
59492.422465173615,2459492.927021206,18.49692867951755,0.020975385319609033,rp,51.77497259059851,elp,2.0699358124674414,3.0
59493.420731130405,2459493.9253273564,18.44872838500028,0.0263655315515679,gp,41.19014243562323,elp,2.3985860899525964,3.0
59493.42248308255,2459493.9270793777,18.485083288681686,0.0347139331777974,rp,31.28426832066936,elp,2.0946488601436766,3.0
59494.90237499614,2459495.4070286658,18.426127266111116,0.0204172226370465,gp,53.19038829647096,tfn,3.153146974010001,3.0
59494.904123028544,2459495.408776765,18.524627080328166,0.035585254560904,rp,30.51825857087283,tfn,3.0388375090285815,3.0
59495.896717345684,2459496.4014082314,18.408010661833103,0.018920009383469934,gp,57.39954869942181,tfn,2.480014045980347,3.0
59495.898466091814,2459496.4031570423,18.497799758242415,0.030178886002635002,rp,35.98542371329341,tfn,2.2785287709300888,3.0
59496.899146057105,2459497.403873297,18.41741297207409,0.014017868029133566,gp,77.47255129973748,tfn,2.0577176684128493,3.0
59496.90093473765,2459497.405662042,18.47568836665818,0.0188343385003527,rp,57.66063936780488,tfn,2.7335017815059093,3.0
59498.888445412806,2459499.3932412756,18.465597587871432,0.0228908207953593,gp,47.44259761188498,tfn,2.715650127522599,3.0
59498.890193753854,2459499.394989676,18.507450032115514,0.029719661840631132,rp,36.54146557331547,tfn,2.5524757994132394,3.0
59500.88808937115,2459501.392949439,18.387682255925494,0.0161238678115632,gp,67.3535663211762,tfn,2.5853819258670856,3.0
59500.88984939043,2459501.394709513,18.47008686499067,0.019469571771076333,rp,55.779347012312996,tfn,2.83094628149697,3.0
59502.87758748457,2459503.382506602,18.398522961578934,0.030891525192935965,gp,35.15527295001731,tfn,2.6257702921724206,3.0
59502.87934392747,2459503.3842630954,18.5430226429561,0.0361160758296755,rp,30.0697120340983,tfn,2.3119179935071585,3.0
59503.874756331024,2459504.379703214,18.393643458644178,0.030856386404452468,gp,35.195307245805495,tfn,2.3351457423603175,3.0
59503.87651439814,2459504.38146133,18.511828063439488,0.03597679018725603,rp,30.186128177290566,tfn,3.1516912252980838,3.0
59504.87212479167,2459505.3770982125,18.447151029362214,0.041817397349390495,gp,25.970052390547185,tfn,2.7294143727479274,3.0
59504.8739044483,2459505.378877916,18.464293056315984,0.04074887228691897,rp,26.651044287883842,tfn,2.42083994969452,3.0
59505.90847905093,2459506.413478742,18.570458848945474,0.0762100566518296,rp,14.25008781926851,tfn,2.1460363788899954,3.0
59505.90848166088,2459506.4134813515,18.475326971518204,0.0565165982297312,gp,19.215593896603234,tfn,2.506315703450549,2.0
59507.86748194444,2459508.372527573,18.36554781125228,0.0580230457254381,gp,18.7339360031301,tfn,,
59508.86134539352,2459509.3664124697,18.412488701117038,0.052192354761823434,gp,20.80764519929966,tfn,2.4115356103254153,3.0
59508.86313187886,2459509.368198993,18.511749876401694,0.05526138863019483,rp,19.652057737228297,tfn,2.3244627458033267,3.0
59509.858546365744,2459510.3636336946,18.44333470751172,0.036878250769376265,gp,29.44825140409901,tfn,2.46167248743456,3.0
