,oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
290,775104100001769,133637937,2459090.881188605,59090.379375,18.4752846,0.035193719,0,zg,24.7765652,52.7602922,1.10699999,0.0270000007,20200829379375,775,0x4,0x1,20.8999996,26.2965851,0.0170748904,-0.0677409992,6.71411681e-06,30,1.15900004,1
291,775104100001769,133733199,2459091.8338715606,59091.3319907,18.4753075,0.0351941362,0,zg,24.7765651,52.7602633,0.783999979,0.00400000019,20200830331991,775,0x4,0x1,20.4500008,26.3578892,0.0215641074,-0.0565441847,1.06176458e-05,30,1.28400004,1
292,775104100001769,133834868,2459092.8506327765,59092.3486806,18.5023422,0.03569616,0,zg,24.7765079,52.7602881,0.832000017,0.00200000009,20200831348681,775,0x4,0x1,20.5,26.3176155,0.0203669164,-0.0603989288,9.68613404e-06,30,1.22099996,1
293,775104100001769,133942694,2459093.9289716417,59093.4269444,18.487093,0.035411533,0,zg,24.7765874,52.760284,0.782000005,-0.0179999992,20200901426944,775,0x4,0x1,20.3099995,26.3647156,0.0221561529,-0.0764404982,1.13572578e-05,30,1.08599997,1
294,775104100001769,134247811,2459096.980349562,59096.4781134,18.424509,0.0342825577,0,zg,24.7765732,52.760282,0.463,-0.0199999996,20200904478113,775,0x4,0x1,20.5400009,26.3638115,0.0198180173,-0.0720696598,9.2483815e-06,30,1.08599997,1
295,775104100001769,134340420,2459097.9064999134,59097.4042014,18.4984169,0.0356225297,0,zg,24.7765792,52.7602747,0.61500001,-0.0130000003,20200905404201,775,0x4,0x1,20.0100002,26.3556786,0.0252257045,-0.0850866064,1.4467023e-05,30,1.09500003,1
296,775104100001769,134343270,2459097.935008729,59097.4327083,18.4580002,0.0348789692,0,zg,24.7765288,52.76027,0.944999993,-0.0120000001,20200905432697,775,0x4,0x1,19.9599991,26.3439808,0.0256834179,-0.0817375854,1.48786494e-05,30,1.07799995,1
297,775104100001769,134847043,2459102.973069763,59102.4704398,18.3797531,0.0335125811,32768,zg,24.7765209,52.7603097,0.81400001,-0.162,20200910470440,775,0x4,0x1,19.0300007,25.3383827,0.044486139,-0.057265915,5.70711054e-05,30,1.09300005,1
298,775104100001769,135240741,2459106.910294152,59106.407419,18.4914246,0.0354919769,0,zg,24.7765205,52.7602902,0.874000013,0.0419999994,20200914407384,775,0x4,0x1,21.4099998,25.7807579,0.0183054861,-0.0529688932,7.75821809e-06,30,1.07799995,1
299,775104100001769,135251048,2459107.013367489,59106.5104861,18.4202614,0.0342081487,32768,zg,24.7765927,52.7602604,1.10300004,-0.0909999982,20200914510486,775,0x4,0x1,20.8099995,25.694313,0.0200584047,-0.0530980974,9.2391665e-06,30,1.16999996,1
300,775104100001769,135336526,2459107.868199205,59107.3652662,18.4075661,0.0339874774,0,zg,24.7765467,52.7602972,0.832000017,-0.0500000007,20200915365266,775,0x4,0x1,21.2299995,25.9106274,0.0192725509,-0.0767957941,8.41745259e-06,30,1.10699999,1
301,775104100001769,135536600,2459109.869058364,59109.3660069,18.4454269,0.0346529968,32768,zg,24.7765266,52.760286,0.774999976,-0.0399999991,20200917365984,775,0x4,0x1,20.6900005,25.6200047,0.0211006608,-0.0682165548,1.01573733e-05,30,1.10000002,1
302,775104100001769,135735075,2459111.8539179345,59111.3507523,18.4863014,0.035396859,0,zg,24.7765843,52.7602918,1.39100003,-0.0599999987,20200919350752,775,0x4,0x1,21.25,26.2532787,0.0184635706,-0.107575364,7.86173223e-06,30,1.11199999,1
303,775104100001769,135831865,2459112.8218774586,59112.3186574,18.4674435,0.0350503512,0,zg,24.77656,52.760265,1.38999999,-0.0729999989,20200920318657,775,0x4,0x1,21.5100002,26.3633423,0.0167535748,-0.110521853,6.4163014e-06,30,1.16100001,1
304,775104100001769,136143340,2459115.936792238,59115.4334028,18.4567719,0.0348567925,0,zg,24.7765857,52.7602853,0.944000006,0.0350000001,20200923433403,775,0x4,0x1,21.7000008,26.295536,0.0167496689,-0.0619574189,6.45716364e-06,30,1.09200001,1
305,775104100001769,136330736,2459117.81084803,59117.3073611,18.4596462,0.034908738,0,zg,24.7765582,52.7602961,0.832000017,-0.0370000005,20200925307350,775,0x4,0x1,21.2600002,26.3888531,0.018524928,-0.107053898,7.75261196e-06,30,1.15600002,1
306,775104100001769,136444481,2459118.9483592487,59118.4448148,18.4476376,0.034692537,0,zg,24.7765787,52.7602804,0.921999991,-0.0670000017,20200926444815,775,0x4,0x1,21.7700005,26.377264,0.0160700064,-0.0832074732,5.82225994e-06,30,1.11300004,1
307,775104100001769,136534934,2459119.852929579,59119.3493403,18.5004139,0.0356599502,0,zg,24.7765964,52.7602875,0.815999985,-0.0769999996,20200927349317,775,0x4,0x1,21.0799999,26.3566742,0.0183153041,-0.0673085377,7.47207832e-06,30,1.09099996,1
308,775104100001769,136626671,2459120.770346873,59120.266713,18.4211483,0.0342236571,0,zg,24.7765242,52.7603008,1.05700004,-0.0329999998,20200928266701,775,0x4,0x1,20.5400009,26.3253822,0.0198584888,-0.0798010305,8.702993e-06,30,1.23800004,1
309,775104100001769,136729657,2459121.80025706,59121.2965741,18.4691505,0.0350814797,0,zg,24.7764882,52.760275,0.60799998,-0.0199999996,20200929296574,775,0x4,0x1,20.6100006,26.3623734,0.0196677912,-0.0952153057,8.68786174e-06,30,1.15600002,1
310,775104100001769,136749824,2459122.001933114,59121.4982407,18.469593,0.0350895524,0,zg,24.7766077,52.7602712,0.550000012,-0.0500000007,20200929498241,775,0x4,0x1,21.3700008,26.3065434,0.0169422477,-0.101756632,6.5317804e-06,30,1.24699998,1
311,775104100001769,136828873,2459122.7924675955,59122.2887384,18.4451122,0.0346473716,0,zg,24.776537,52.7602981,0.628000021,-0.0359999985,20200930288738,775,0x4,0x1,20.1900005,26.2927265,0.0242085457,-0.0602905713,1.31877296e-05,30,1.16600001,1
312,775104100001769,136939207,2459123.8958512237,59123.3920718,18.4424706,0.0346002281,0,zg,24.7765624,52.7602711,0.634000003,-0.0850000009,20201001392060,775,0x4,0x1,19.9799995,26.3139439,0.0265895855,-0.0559029579,1.57853465e-05,30,1.08000004,1
313,775104100001769,137141124,2459125.91511796,59125.41125,18.4812794,0.0353040174,0,zg,24.7765793,52.7602658,0.526000023,-0.0439999998,20201003411250,775,0x4,0x1,20.1200008,26.3963623,0.0246038809,-0.115520701,1.35092087e-05,30,1.09599996,1
314,775104100001769,137533817,2459129.842198689,59129.3381713,18.464838,0.0350029171,0,zg,24.7765794,52.7602902,1.14699996,-0.0649999976,20201007338171,775,0x4,0x1,21.0699997,26.3708477,0.0183893256,-0.0710719749,7.62924174e-06,30,1.08000004,1
315,775104100001769,137732888,2459131.832990464,59131.3288889,18.4724655,0.0351420492,0,zg,24.7765807,52.7602813,0.583000004,-0.00200000009,20201009328889,775,0x4,0x1,20.9699993,26.1899891,0.0176020917,-0.0657583252,7.03298838e-06,30,1.08200002,1
316,775104100001769,138028370,2459134.787906832,59134.2837037,18.4645844,0.0349983014,0,zg,24.7765921,52.7602761,0.412,-0.0120000001,20201012283704,775,0x4,0x1,21.2399998,26.3548775,0.0172789879,-0.0903451517,6.7582655e-06,30,1.11699998,1
317,775104100001769,138238928,2459136.893551541,59136.3892824,18.4597664,0.034910921,0,zg,24.7765602,52.7602772,0.907999992,-0.0900000036,20201014389282,775,0x4,0x1,21.5900002,26.3862457,0.0171062946,-0.0906856433,6.65571997e-06,30,1.10399997,1
318,775104100001769,138436641,2459138.870738185,59138.366412,18.4830647,0.0353369825,0,zg,24.7765586,52.7602882,0.805000007,-0.0320000015,20201016366400,775,0x4,0x1,21.4200001,26.3337994,0.0171933919,-0.0748941824,6.67316044e-06,30,1.08800006,1
319,775104100001769,138629819,2459140.802571613,59140.2981944,18.4762535,0.035211511,0,zg,24.7765532,52.7602857,0.876999974,-0.0179999992,20201018297766,775,0x4,0x1,21.6800003,26.342207,0.0170519408,-0.08779677,6.62196908e-06,30,1.08500004,1
320,775104100001769,138839190,2459142.8963368647,59142.3919097,18.4741802,0.0351734757,0,zg,24.7765805,52.7602755,1.26900005,-0.0439999998,20201020391863,775,0x4,0x1,21.6100006,26.3798733,0.0164514314,-0.101219662,6.1402211e-06,30,1.13100004,1
321,775104100001769,139035624,2459144.860718944,59144.35625,18.4800453,0.0352812707,0,zg,24.7765634,52.7602869,0.703000009,-0.0270000007,20201022356250,775,0x4,0x1,22.0599995,26.3379383,0.01604883,-0.0734632537,5.83901783e-06,30,1.09399998,1
322,775104100001769,139641261,2459150.917181814,59150.4126157,18.5404854,0.0364249945,0,zg,24.7766246,52.7602736,0.884000003,-0.0299999993,20201028412569,775,0x4,0x1,20.3999996,26.3830624,0.0218210239,-0.0707719252,1.08260192e-05,30,1.22800004,1
323,775104100001769,139825930,2459152.763891784,59152.2593056,18.4895916,0.0354579091,0,zg,24.7765728,52.7602626,0.665000021,-0.0289999992,20201030259306,775,0x4,0x1,20.0900002,26.4230556,0.0370352976,-0.0769746825,3.04249479e-05,30,1.09099996,1
324,775104100001769,140029811,2459154.802716446,59154.2981134,18.4805012,0.0352896601,0,zg,24.7765968,52.7602667,0.513999999,-0.0250000004,20201101298090,775,0x4,0x1,19.9599991,26.4344654,0.0254594851,-0.0851835087,1.45403392e-05,30,1.07799995,1
325,775104100001769,140420299,2459158.707617519,59158.2029977,18.3894405,0.0336766578,0,zg,24.7765121,52.760291,0.994000018,-0.0450000018,20201105202998,775,0x4,0x1,20.3400002,26.4049339,0.0218877885,-0.0868431628,1.08716358e-05,30,1.14300001,1
326,775104100001769,141026115,2459164.7657626304,59164.2611574,18.92099,0.0451740995,0,zg,24.7765492,52.7603364,1.48300004,0.075000003,20201111261100,775,0x4,0x1,20.6000004,26.4009228,0.0236748382,-0.0591334216,1.26846153e-05,30,1.07700002,1
327,775104100001769,141422313,2459168.7277054046,59168.2231366,18.5930901,0.0374708138,0,zg,24.7765733,52.7602763,1.00899994,-0.0359999985,20201115223113,775,0x4,0x1,21.3500004,26.4480267,0.0167168286,-0.110913008,6.4058122e-06,30,1.08599997,1
328,775104100001769,141621822,2459170.72277162,59170.2182292,18.5041733,0.0357305966,0,zg,24.7765488,52.7602792,0.65200001,-0.0379999988,20201117218218,775,0x4,0x1,21.4500008,26.4232979,0.0163288042,-0.092471838,6.00357544e-06,30,1.08599997,1
329,775104100001769,141824475,2459172.7492670445,59172.2447569,18.5373821,0.0363647677,0,zg,24.7765825,52.760299,0.967000008,0.0280000009,20201119244757,775,0x4,0x1,21.3199997,26.4273262,0.0162447244,-0.084152028,6.06427147e-06,30,1.07799995,1
330,775104100001769,142235228,2459176.856708056,59176.3522801,18.4746857,0.0351827405,32768,zg,24.7766391,52.7602852,1.18299997,-0.0370000005,20201123352269,775,0x4,0x1,21.0400009,26.3904648,0.0190182459,-0.131161794,8.43625185e-06,30,1.26100004,1
331,775104100001769,142523427,2459179.738627981,59179.2342708,18.4555073,0.0348339677,0,zg,24.7765256,52.7602868,0.582000017,-0.0260000005,20201126234225,775,0x4,0x1,20.5900002,26.4274216,0.0190432258,-0.0916684642,8.21623507e-06,30,1.079,1
332,775104100001769,142722321,2459181.727519691,59181.2232176,18.5125809,0.0358894169,0,zg,24.7765591,52.7602831,0.735000014,0.0670000017,20201128223183,775,0x4,0x1,20.0699997,26.4177723,0.0240749121,-0.0771203488,1.31138986e-05,30,1.07799995,1
333,775104100001769,142921707,2459183.721313635,59183.2170718,18.4738274,0.0351670086,0,zg,24.7765331,52.7603022,0.300000012,-0.075000003,20201130217060,775,0x4,0x1,19.5100002,26.2845726,0.0345003344,-0.0792347342,2.61821406e-05,30,1.07799995,1
334,775104100001769,143119232,2459185.696503648,59185.1923264,18.4322872,0.0344194882,0,zg,24.7765479,52.7602951,0.321999997,-0.0280000009,20201202192315,775,0x4,0x1,20.4899998,26.4205265,0.0218741242,-0.0754004046,1.09605553e-05,30,1.079,1
335,775104100001769,143313421,2459187.6383220595,59187.134213,18.4550247,0.0348252654,0,zg,24.7765683,52.7603097,0.954999983,-0.0359999985,20201204134213,775,0x4,0x1,21.1399994,26.4216251,0.0172940325,-0.093115598,6.75539241e-06,30,1.125,1
336,775104100001769,143516211,2459189.6661510807,59189.1621181,18.5199413,0.0360294096,0,zg,24.7765262,52.7602462,0.864000022,-0.00200000009,20201206162106,775,0x4,0x1,20.9200001,26.4296913,0.0219507702,-0.0883978978,1.10348674e-05,30,1.08899999,1
337,775104100001769,144020116,2459194.704991848,59194.201169,18.3820305,0.0335510224,0,zg,24.7766635,52.7603242,0.702000022,0.0130000003,20201211201157,775,0x4,0x1,20.0499992,26.3905983,0.0347626619,-0.0631049722,2.73745136e-05,30,1.08200002,1
338,775104100001769,144528103,2459199.7846118617,59199.2810301,18.4344749,0.0344581939,0,zg,24.7766012,52.7603033,0.620999992,-0.00600000005,20201216281030,775,0x4,0x1,20.5799999,26.3923607,0.0196344722,-0.0873051062,8.73743193e-06,30,1.23399997,1
339,775104100001769,144822237,2459202.725802253,59202.2223727,18.4850025,0.0353728011,0,zg,24.7766413,52.760326,0.856999993,-0.00899999961,20201219222361,775,0x4,0x1,20.5300007,26.4090843,0.0209266413,-0.0906914547,9.87996373e-06,30,1.12300003,1
340,775104100001769,145022244,2459204.7257631086,59204.2224421,18.4334621,0.0344402641,0,zg,24.7765459,52.7602901,0.601000011,0.0160000008,20201221222396,775,0x4,0x1,20.7399998,26.3861542,0.0212944392,-0.0683245137,1.0230483e-05,30,1.13199997,1
341,775104100001769,145217336,2459206.676579494,59206.1733681,18.4243069,0.034279,32768,zg,24.7765897,52.7602904,0.723999977,-0.0810000002,20201223173368,775,0x4,0x1,19.4500008,25.5167713,0.0404072292,-0.102552794,3.80041893e-05,30,1.08500004,1
342,775104100001769,145620590,2459210.708876402,59210.2059028,18.4593163,0.0349027626,0,zg,24.7765399,52.7603094,0.819999993,-0.0170000009,20201227205856,775,0x4,0x1,20.3700008,26.400301,0.0208294373,-0.0693446994,9.8931996e-06,30,1.13199997,1
343,775104100001769,146216373,2459216.6663353266,59216.1637384,18.4036293,0.0339195319,0,zg,24.7765884,52.7602803,1.39999998,-0.075000003,20210102163727,775,0x4,0x1,20.8400002,26.2620869,0.023393482,-0.108540021,1.25193928e-05,30,1.09800005,1
344,775104100001769,146421910,2459218.72156934,59218.2191088,18.4621925,0.0349548757,0,zg,24.7765501,52.7603083,1.01100004,-0.0540000014,20210104219086,775,0x4,0x1,21.1700001,26.3937359,0.0171725079,-0.0933930203,6.82062046e-06,30,1.20599997,1
345,775104100001769,146815483,2459222.657029168,59222.154838,18.5059776,0.0357645676,32768,zg,24.7765996,52.7602953,0.787,-0.0949999988,20210108154826,775,0x4,0x1,20.4799995,25.7896461,0.0276744403,-0.0810719058,1.7137414e-05,30,1.10599995,1
346,775104100001769,147015789,2459224.6599437003,59224.1578935,18.4416313,0.034585271,0,zg,24.7765884,52.7602944,1.10599995,-0.0160000008,20210110157778,775,0x4,0x1,20.8500004,26.4123669,0.0183888841,-0.0933690444,7.78076537e-06,30,1.11699998,1
347,775104100001769,147417644,2459228.678207224,59228.1764468,18.432209,0.034418121,0,zg,24.7765629,52.7602717,0.73299998,-0.0689999983,20210114176447,775,0x4,0x1,20.4899998,26.0568218,0.0218962077,-0.0815379545,1.0628426e-05,30,1.16900003,1
348,775104100001769,147617839,2459230.680004188,59230.1783912,18.4760437,0.035207659,0,zg,24.776585,52.760279,0.593999982,-0.0410000011,20210116178380,775,0x4,0x1,21.2000008,26.3928585,0.0164268836,-0.0809511021,6.0883167e-06,30,1.18599999,1
349,775104100001769,147819952,2459232.7009878173,59232.1995255,18.4416656,0.0345858857,0,zg,24.7766219,52.7602735,1.05999994,-0.0130000003,20210118199491,775,0x4,0x1,21.2299995,26.4201813,0.0198090598,-0.119629525,8.86990983e-06,30,1.26100004,1
350,775104100001769,149419873,2459248.698966961,59248.1987384,18.4465065,0.0346722864,0,zg,24.7766025,52.7602982,1.10699999,0.0370000005,20210203198738,775,0x4,0x1,21.0799999,26.3305016,0.0178827625,-0.0654103085,7.10222457e-06,30,1.44599998,1
351,775104100001769,149420064,2459248.7008765107,59248.2006481,18.4299126,0.0343775824,0,zg,24.7766033,52.7603107,0.785000026,-0.0199999996,20210203200648,775,0x4,0x1,21.0,26.3249626,0.0176457297,-0.0615120828,7.09285223e-06,30,1.45599997,2
352,775104100001769,149613510,2459250.6351812053,59250.1351042,18.4520473,0.0347716585,0,zg,24.7765818,52.7602776,0.815999985,-0.0320000015,20210205135093,775,0x4,0x1,20.9500008,26.3786144,0.0174669791,-0.0846594274,6.82075552e-06,30,1.21500003,1
353,775104100001769,149613604,2459250.636118634,59250.1360417,18.4600716,0.0349164456,0,zg,24.7766137,52.7603064,1.05700004,-0.0729999989,20210205136042,775,0x4,0x1,20.9500008,26.3677444,0.0183627661,-0.0757345632,7.59407021e-06,30,1.21800005,2
354,775104100001769,149814112,2459252.6410427457,59252.1411227,18.4374676,0.0345112309,0,zg,24.7765612,52.7602737,0.620999992,-0.0140000004,20210207141100,775,0x4,0x1,21.4599991,26.3711052,0.0169586223,-0.0768344626,6.52999097e-06,30,1.24899995,1
355,775104100001769,150013843,2459254.638201561,59254.1384375,18.4696274,0.0350901857,0,zg,24.77656,52.7602899,0.50999999,0.0289999992,20210209138438,775,0x4,0x1,21.1499996,26.2375145,0.0169401597,-0.0810483024,6.45009231e-06,30,1.25800002,1
356,775104100001769,150213868,2459256.638288936,59256.1386806,18.4737549,0.035165675,0,zg,24.7765804,52.7603046,1.10800004,-0.0970000029,20210211138611,775,0x4,0x1,21.3700008,26.312748,0.016621422,-0.0623633303,6.35921197e-06,30,1.27699995,1
357,775104100001769,150613918,2459260.6384889693,59260.1391898,18.5126667,0.0358910449,0,zg,24.7766633,52.7602974,0.916999996,-0.0359999985,20210215139190,775,0x4,0x1,20.5900002,26.3559742,0.0207612086,-0.0773789063,1.00087536e-05,30,1.32000005,1
358,775104100001769,150914420,2459263.6432711226,59263.1442014,18.4065056,0.0339691453,0,zg,24.7765419,52.7604624,1.28999996,0.0520000011,20210218144190,775,0x4,0x1,19.9300003,26.3266029,0.0309041403,-0.0620713495,2.12944597e-05,30,1.37699997,1
359,775104100001769,151115956,2459265.6584777264,59265.1595602,18.6200771,0.0380261913,0,zg,24.7766008,52.7602782,0.842000008,-0.0710000023,20210220159560,775,0x4,0x1,20.8899994,26.3394375,0.0202596653,-0.0589066111,9.05517663e-06,30,1.48699999,1
360,775104100001769,151319943,2459267.6981979744,59267.1994329,18.8720551,0.0438838489,0,zg,24.7762945,52.7603401,0.569000006,0.0719999969,20210222199421,775,0x4,0x1,19.1800003,26.2084618,0.0448559932,-0.0348941833,4.79801529e-05,30,1.83500004,1
361,775104100001769,151520129,2459269.699913572,59269.2012963,18.5939465,0.0374882296,0,zg,24.7765915,52.760295,0.442000002,-0.0160000008,20210224201285,775,0x4,0x1,20.1399994,26.191885,0.0248919725,-0.0489271395,1.3675327e-05,30,1.91100001,1
362,775104100001769,151720495,2459271.703424942,59271.2049537,18.7214737,0.0402326621,0,zg,24.7765768,52.7603003,0.802999973,-0.0350000001,20210226204954,775,0x4,0x1,19.3500004,26.1862888,0.0385947861,-0.0409881622,3.40554325e-05,30,2.0150001,1
363,775104100001769,152017490,2459274.6731661097,59274.1749074,18.4569149,0.0348593742,0,zg,24.7768615,52.7604,0.795000017,0.26699999,20210301174896,775,0x4,0x1,18.2900009,26.210207,0.0478323214,-0.027854031,0.000124160273,30,1.78299999,1
364,775104100001769,152218276,2459276.6808840246,59276.1827662,18.4654198,0.0350134969,0,zg,24.7765961,52.7602889,0.704999983,-0.0480000004,20210303182766,775,0x4,0x1,20.3500004,26.1710892,0.0225456581,-0.0539947376,1.14115492e-05,30,1.91499996,1
365,775104100001769,165542792,2459409.92631357,59409.4279282,18.4095345,0.0340215266,0,zg,24.7765683,52.7602377,0.439999998,0.0170000009,20210714427905,775,0x4,0x1,20.6800003,26.0919285,0.0241088532,-0.112989143,1.3364046e-05,30,1.42900002,1
366,775104100001769,165846313,2459412.961736522,59412.4631366,18.5084305,0.0358108655,0,zg,24.7766689,52.7602748,1.66600001,-0.0130000003,20210717463113,775,0x4,0x1,21.2000008,26.1698608,0.0205170475,-0.115605161,9.67947653e-06,30,1.25,1
367,775104100001769,166342861,2459417.927570399,59417.4286111,18.4571648,0.0348638743,0,zg,24.7765842,52.760305,0.555999994,0.0450000018,20210722428576,775,0x4,0x1,20.6700001,26.1226597,0.0204512365,-0.069647193,9.47813169e-06,30,1.32500005,1
368,775104100001769,166542820,2459419.927312504,59419.428206,18.2596588,0.0315915681,32768,zg,24.7766945,52.7603008,0.558000028,0.130999997,20210724428206,775,0x4,0x1,18.9400005,25.5466003,0.0463432111,-0.107611015,7.02458492e-05,30,1.30499995,1
369,775104100001769,167044664,2459424.946124412,59424.4466435,18.4011192,0.0338763557,0,zg,24.7766236,52.7602743,0.933000028,0.0160000008,20210729446632,775,0x4,0x1,20.6399994,26.3378506,0.0216487274,-0.117672667,1.06464049e-05,30,1.20299995,1
370,775104100001769,167347146,2459427.971179093,59427.4714699,18.4257355,0.0343040712,0,zg,24.776571,52.7602955,1.33399999,-0.0399999991,20210801471470,775,0x4,0x1,20.8299999,26.3167229,0.0189826898,-0.116022028,8.14090617e-06,30,1.13300002,1
371,775104100001769,167542583,2459429.9256906714,59429.4258333,18.454483,0.0348155089,0,zg,24.7765784,52.7602884,0.43599999,0.00400000019,20210803425822,775,0x4,0x1,21.4500008,26.3043213,0.016116377,-0.0641360879,5.90695754e-06,30,1.222,1
372,775104100001769,168043162,2459434.931858623,59434.4316204,18.3462391,0.0329556689,0,zg,24.7765824,52.7602806,0.38499999,-0.00800000038,20210808431574,775,0x4,0x1,21.7199993,26.3097153,0.0162391644,-0.0810858607,6.06456979e-06,30,1.17299998,1
373,775104100001769,168142857,2459435.9288905114,59435.4285764,18.4881783,0.0354316533,0,zg,24.7765496,52.7602982,0.760999978,-0.00899999961,20210809428565,775,0x4,0x1,21.7199993,26.2665234,0.0162795447,-0.0760747343,5.93378172e-06,30,1.17400002,2
374,775104100001769,168245216,2459436.952556391,59436.4521644,18.4518604,0.0347683169,0,zg,24.7766058,52.7602758,0.958999991,-0.057,20210810452164,775,0x4,0x1,21.7299995,26.2676792,0.0164573099,-0.0844783559,6.32397177e-06,30,1.125,2
375,775104100001769,168445081,2459438.951354024,59438.4508102,18.4453716,0.0346519947,0,zg,24.7766427,52.7602895,1.43700004,-0.0450000018,20210812450799,775,0x4,0x1,21.1299992,26.2333069,0.0196312424,-0.119761944,8.82632867e-06,30,1.11899996,1
376,775104100001769,168544961,2459439.950237652,59439.4496181,18.4354725,0.0344758406,0,zg,24.7765972,52.7602769,1.23099995,-0.0930000022,20210813449606,775,0x4,0x1,21.2800007,26.1714687,0.0174422804,-0.0953549966,6.93118909e-06,30,1.11699998,2
377,775104100001769,168645197,2459440.9526746096,59440.4519792,18.453949,0.0348058902,32768,zg,24.7766091,52.760301,0.748000026,-0.0549999997,20210814451968,775,0x4,0x1,21.3400002,26.1416759,0.024128899,-0.0932103992,1.33190069e-05,30,1.11000001,1
378,775104100001769,168945074,2459443.951662037,59443.4507407,18.4267044,0.0343211032,0,zg,24.7766023,52.7602857,0.263000011,-0.00899999961,20210817450706,775,0x4,0x1,21.3099995,26.0334129,0.0178771131,-0.083804898,7.36250013e-06,30,1.102,1
379,775104100001769,169526721,2459449.768563946,59449.2672106,18.5740547,0.0370868295,0,zg,24.7766229,52.7602686,0.430999994,0.0390000008,20210823267211,775,0x4,0x1,19.7600002,26.1532288,0.03017845,-0.0590530671,2.0063786e-05,30,1.79400003,1
380,775104100001769,170233918,2459456.8410529024,59456.3391898,18.5219212,0.0360672325,0,zg,24.7765632,52.7602916,1.28999996,-0.0320000015,20210830339178,775,0x4,0x1,20.9899998,26.1560822,0.0311529897,-0.103988379,2.24726864e-05,30,1.26199996,1
381,775104100001769,170534407,2459459.846146943,59459.3440741,18.4543362,0.0348128527,0,zg,24.7766046,52.7602869,0.52700001,0.00999999978,20210902344062,775,0x4,0x1,21.5499992,26.3861065,0.0161424447,-0.106736064,5.93949699e-06,30,1.222,1
382,775104100001769,170742391,2459461.926127199,59461.423912,18.464222,0.0349917114,0,zg,24.7766011,52.7602767,0.819999993,-0.00300000003,20210904423912,775,0x4,0x1,21.7800007,26.3952332,0.0156546235,-0.0851319134,5.67188772e-06,30,1.08399999,1
383,775104100001769,170942781,2459463.930162431,59463.4278125,18.4678478,0.0350577161,0,zg,24.7765946,52.7602842,0.842000008,-0.0710000023,20210906427488,775,0x4,0x1,21.7099991,26.3883915,0.0163624492,-0.0885963589,6.02759746e-06,30,1.08000004,1
384,775104100001769,171141228,2459465.9147609575,59465.4122801,18.4907417,0.0354792923,0,zg,24.7766296,52.760291,1.10099995,-0.0359999985,20210908412269,775,0x4,0x1,21.3999996,26.3239765,0.0180515032,-0.0950504839,7.42578595e-06,30,1.08399999,1
385,775104100001769,171344285,2459467.945470887,59467.4428588,18.4674454,0.0350503698,32768,zg,24.7766406,52.7602605,1.16999996,-0.0340000018,20210910442836,775,0x4,0x1,21.2900009,26.3768692,0.0196055863,-0.132934183,8.68761072e-06,30,1.079,1
386,775104100001769,171736920,2459471.872058736,59471.3692014,18.6508293,0.0386751071,0,zg,24.7765637,52.7602902,0.293000013,0.00499999989,20210914369190,775,0x4,0x1,21.1299992,26.1615734,0.017056739,-0.0765811205,6.62581351e-06,30,1.10800004,1
387,775104100001769,172247311,2459476.9762712778,59476.4731134,18.5490685,0.0365923755,0,zg,24.7766437,52.7602721,0.952000022,-0.0520000011,20210919472998,775,0x4,0x1,20.5699997,26.3926125,0.0203357264,-0.103757001,9.36800643e-06,30,1.12600005,1
388,775104100001769,172439920,2459478.9024669426,59478.3992014,18.3698196,0.033345785,0,zg,24.7766121,52.7602982,0.954999983,-0.0109999999,20210921399190,775,0x4,0x1,19.9799995,26.4200401,0.0261031948,-0.110539861,1.55084708e-05,30,1.07700002,1
389,775104100001769,172640460,2459480.9079805813,59480.4046065,18.4765148,0.0352163017,0,zg,24.7766242,52.760284,0.805999994,-0.0719999969,20210923404595,775,0x4,0x1,20.2700005,26.3545742,0.0228886493,-0.0695245042,1.1796159e-05,30,1.07799995,1
390,775104100001769,173133310,2459485.836726549,59485.3331019,18.3594341,0.033172965,32768,zg,24.7764453,52.7602978,1.15400004,-0.0540000014,20210928333090,775,0x4,0x1,19.1000004,24.9178867,0.0454386622,-0.0396808833,5.81538079e-05,30,1.10500002,1
391,775104100001769,173635204,2459490.8559032017,59490.3520486,18.4697857,0.0350930616,0,zg,24.7766157,52.760293,0.495000005,-0.023,20211003352037,775,0x4,0x1,21.6299992,26.378664,0.0170823261,-0.0752247497,6.72479746e-06,30,1.08099997,1
392,775104100001769,174339098,2459497.8951143096,59497.3909838,18.444458,0.0346356817,0,zg,24.7766288,52.7602917,0.619000018,-0.0120000001,20211010390984,775,0x4,0x1,21.1000004,26.3611622,0.0185220428,-0.0496016368,7.73185366e-06,30,1.09599996,1
393,775104100001769,174933157,2459503.8358921167,59503.3315741,18.4793491,0.0352684408,0,zg,24.7765936,52.7602764,0.453000009,-0.0199999996,20211016331562,775,0x4,0x1,20.3600006,26.3764877,0.0210760254,-0.0647555739,9.94431866e-06,30,1.07700002,1
394,775104100001769,175121780,2459505.7221693806,59505.2178009,18.4405174,0.0345654227,0,zg,24.7765467,52.7603148,0.591000021,-0.0790000036,20211018217766,775,0x4,0x1,20.3299999,26.384016,0.0220628083,-0.0898420736,1.08709237e-05,30,1.22399998,1
